route_id,bus_id,capacity,passengers,time_slot,trip_number,date
Iskcon - Naroda,GZ01B4704,80,64,13:00,AMTS11114,2026-04-10
Zundal - Visat,GZ01B8323,50,32,20:00,AMTS11115,2026-04-10
Iskcon - Naroda,GZ01B8075,80,60,6:00,AMTS11116,2026-04-10
Narol - Naroda,GZ01B7013,50,14,11:00,AMTS11117,2026-04-10
RTO - Maninagar,GZ01B3080,80,109,8:00,AMTS11118,2026-04-10
Bopal - Shivranjani,GZ01B7801,50,42,13:00,AMTS11119,2026-04-10
Iskcon - Naroda,GZ01B1526,80,41,16:00,AMTS11120,2026-04-10
Iskcon - Naroda,GZ01B3267,80,97,10:00,AMTS11121,2026-04-10
RTO - Maninagar,GZ01B4487,80,48,14:00,AMTS11122,2026-04-10
Iskcon - Naroda,GZ01B8213,80,54,6:00,AMTS11123,2026-04-10
Zundal - Visat,GZ01B5115,50,48,18:00,AMTS11124,2026-04-10
Zundal - Visat,GZ01B3618,50,30,16:00,AMTS11125,2026-04-10
Zundal - Visat,GZ01B6517,50,44,10:00,AMTS11126,2026-04-10
RTO - Maninagar,GZ01B3772,80,95,18:00,AMTS11127,2026-04-10
Narol - Naroda,GZ01B3279,50,26,8:00,AMTS11128,2026-04-10
Narol - Naroda,GZ01B3851,50,13,21:00,AMTS11129,2026-04-10
Zundal - Visat,GZ01B9417,50,36,13:00,AMTS11130,2026-04-10
Bopal - Shivranjani,GZ01B4105,50,59,10:00,AMTS11131,2026-04-10
Iskcon - Naroda,GZ01B7499,80,65,16:00,AMTS11132,2026-04-10
Narol - Naroda,GZ01B6897,50,14,13:00,AMTS11133,2026-04-10
Zundal - Visat,GZ01B5951,50,23,13:00,AMTS11134,2026-04-10
Narol - Naroda,GZ01B9302,50,12,11:00,AMTS11135,2026-04-10
Bopal - Shivranjani,GZ01B5365,50,66,9:00,AMTS11136,2026-04-10
RTO - Maninagar,GZ01B9148,80,107,17:00,AMTS11137,2026-04-10
Iskcon - Naroda,GZ01B8527,80,108,19:00,AMTS11138,2026-04-10
Iskcon - Naroda,GZ01B7120,80,101,18:00,AMTS11139,2026-04-10
Bopal - Shivranjani,GZ01B7970,50,41,8:00,AMTS11140,2026-04-10
Zundal - Visat,GZ01B4101,50,56,9:00,AMTS11141,2026-04-10
Zundal - Visat,GZ01B2404,50,60,19:00,AMTS11142,2026-04-10
Iskcon - Naroda,GZ01B6568,80,42,20:00,AMTS11143,2026-04-10
Zundal - Visat,GZ01B7773,50,37,16:00,AMTS11144,2026-04-10
Zundal - Visat,GZ01B4007,50,59,17:00,AMTS11145,2026-04-10
Iskcon - Naroda,GZ01B4910,80,64,13:00,AMTS11146,2026-04-10
Zundal - Visat,GZ01B9792,50,45,9:00,AMTS11147,2026-04-10
Narol - Naroda,GZ01B8347,50,9,13:00,AMTS11148,2026-04-10
RTO - Maninagar,GZ01B3779,80,100,10:00,AMTS11149,2026-04-10
Narol - Naroda,GZ01B4801,50,26,18:00,AMTS11150,2026-04-10
Zundal - Visat,GZ01B1425,50,35,20:00,AMTS11151,2026-04-10
RTO - Maninagar,GZ01B6475,80,37,14:00,AMTS11152,2026-04-10
Bopal - Shivranjani,GZ01B9750,50,63,17:00,AMTS11153,2026-04-10
RTO - Maninagar,GZ01B8071,80,98,9:00,AMTS11154,2026-04-10
Bopal - Shivranjani,GZ01B7436,50,38,14:00,AMTS11155,2026-04-10
Zundal - Visat,GZ01B5135,50,23,13:00,AMTS11156,2026-04-10
Iskcon - Naroda,GZ01B4320,80,59,6:00,AMTS11157,2026-04-10
Zundal - Visat,GZ01B7256,50,15,20:00,AMTS11158,2026-04-10
Zundal - Visat,GZ01B8058,50,15,14:00,AMTS11159,2026-04-10
Bopal - Shivranjani,GZ01B1807,50,38,11:00,AMTS11160,2026-04-10
RTO - Maninagar,GZ01B1115,80,67,6:00,AMTS11161,2026-04-10
Iskcon - Naroda,GZ01B3510,80,47,21:00,AMTS11162,2026-04-10
RTO - Maninagar,GZ01B5284,80,96,19:00,AMTS11163,2026-04-10
Iskcon - Naroda,GZ01B4607,80,44,11:00,AMTS11164,2026-04-10
RTO - Maninagar,GZ01B6754,80,58,6:00,AMTS11165,2026-04-10
Bopal - Shivranjani,GZ01B1352,50,64,19:00,AMTS11166,2026-04-10
RTO - Maninagar,GZ01B2194,80,62,16:00,AMTS11167,2026-04-10
Bopal - Shivranjani,GZ01B9446,50,21,20:00,AMTS11168,2026-04-10
Narol - Naroda,GZ01B6307,50,13,7:00,AMTS11169,2026-04-10
Zundal - Visat,GZ01B2138,50,78,10:00,AMTS11170,2026-04-10
Iskcon - Naroda,GZ01B7698,80,105,19:00,AMTS11171,2026-04-10
Zundal - Visat,GZ01B2225,50,63,18:00,AMTS11172,2026-04-10
Narol - Naroda,GZ01B5373,50,27,17:00,AMTS11173,2026-04-10
Bopal - Shivranjani,GZ01B3047,50,79,8:00,AMTS11174,2026-04-10
Iskcon - Naroda,GZ01B1082,80,32,12:00,AMTS11175,2026-04-10
Zundal - Visat,GZ01B8313,50,33,21:00,AMTS11176,2026-04-10
Bopal - Shivranjani,GZ01B6964,50,41,8:00,AMTS11177,2026-04-10
RTO - Maninagar,GZ01B6523,80,54,6:00,AMTS11178,2026-04-10
RTO - Maninagar,GZ01B7065,80,53,6:00,AMTS11179,2026-04-10
Bopal - Shivranjani,GZ01B2278,50,37,16:00,AMTS11180,2026-04-10
RTO - Maninagar,GZ01B7913,80,47,16:00,AMTS11181,2026-04-10
Zundal - Visat,GZ01B2740,50,44,8:00,AMTS11182,2026-04-10
Narol - Naroda,GZ01B9310,50,17,21:00,AMTS11183,2026-04-10
RTO - Maninagar,GZ01B3737,80,54,14:00,AMTS11184,2026-04-10
RTO - Maninagar,GZ01B6386,80,36,14:00,AMTS11185,2026-04-10
Zundal - Visat,GZ01B9159,50,26,7:00,AMTS11186,2026-04-10
Bopal - Shivranjani,GZ01B5777,50,25,7:00,AMTS11187,2026-04-10
Bopal - Shivranjani,GZ01B5181,50,38,16:00,AMTS11188,2026-04-10
Zundal - Visat,GZ01B4162,50,50,18:00,AMTS11189,2026-04-10
Narol - Naroda,GZ01B7637,50,20,6:00,AMTS11190,2026-04-10
Zundal - Visat,GZ01B8235,50,70,9:00,AMTS11191,2026-04-10
Narol - Naroda,GZ01B3742,50,11,16:00,AMTS11192,2026-04-10
Bopal - Shivranjani,GZ01B5209,50,34,15:00,AMTS11193,2026-04-10
Bopal - Shivranjani,GZ01B9289,50,74,19:00,AMTS11194,2026-04-10
Bopal - Shivranjani,GZ01B2658,50,69,10:00,AMTS11195,2026-04-10
Bopal - Shivranjani,GZ01B6982,50,43,20:00,AMTS11196,2026-04-10
Narol - Naroda,GZ01B7123,50,17,13:00,AMTS11197,2026-04-10
RTO - Maninagar,GZ01B3348,80,53,16:00,AMTS11198,2026-04-10
Narol - Naroda,GZ01B8028,50,5,13:00,AMTS11199,2026-04-10
Bopal - Shivranjani,GZ01B6056,50,41,17:00,AMTS11200,2026-04-10
Bopal - Shivranjani,GZ01B5836,50,32,7:00,AMTS11201,2026-04-10
Narol - Naroda,GZ01B1398,50,17,20:00,AMTS11202,2026-04-10
Iskcon - Naroda,GZ01B5761,80,96,19:00,AMTS11203,2026-04-10
Narol - Naroda,GZ01B1563,50,21,18:00,AMTS11204,2026-04-10
Zundal - Visat,GZ01B5021,50,17,7:00,AMTS11205,2026-04-10
Bopal - Shivranjani,GZ01B9271,50,41,14:00,AMTS11206,2026-04-10
Narol - Naroda,GZ01B7234,50,38,17:00,AMTS11207,2026-04-10
Bopal - Shivranjani,GZ01B8130,50,40,16:00,AMTS11208,2026-04-10
Bopal - Shivranjani,GZ01B3827,50,47,10:00,AMTS11209,2026-04-10
Narol - Naroda,GZ01B4868,50,34,17:00,AMTS11210,2026-04-10
Narol - Naroda,GZ01B1655,50,15,15:00,AMTS11211,2026-04-10
Narol - Naroda,GZ01B1041,50,37,10:00,AMTS11212,2026-04-10
Iskcon - Naroda,GZ01B3028,80,63,15:00,AMTS11213,2026-04-10
Bopal - Shivranjani,GZ01B2436,50,19,6:00,AMTS11214,2026-04-10
Zundal - Visat,GZ01B8559,50,26,20:00,AMTS11215,2026-04-10
RTO - Maninagar,GZ01B3785,80,106,17:00,AMTS11216,2026-04-10
Iskcon - Naroda,GZ01B6179,80,47,6:00,AMTS11217,2026-04-10
Zundal - Visat,GZ01B5148,50,56,17:00,AMTS11218,2026-04-10
Narol - Naroda,GZ01B4649,50,33,8:00,AMTS11219,2026-04-10
Zundal - Visat,GZ01B8011,50,53,19:00,AMTS11220,2026-04-10
Narol - Naroda,GZ01B5224,50,18,13:00,AMTS11221,2026-04-10
RTO - Maninagar,GZ01B7676,80,58,7:00,AMTS11222,2026-04-10
RTO - Maninagar,GZ01B2267,80,36,11:00,AMTS11223,2026-04-10
Zundal - Visat,GZ01B4494,50,68,18:00,AMTS11224,2026-04-10
Zundal - Visat,GZ01B9686,50,25,15:00,AMTS11225,2026-04-10
Iskcon - Naroda,GZ01B1718,80,60,11:00,AMTS11226,2026-04-10
Zundal - Visat,GZ01B4213,50,26,13:00,AMTS11227,2026-04-10
Zundal - Visat,GZ01B7000,50,43,6:00,AMTS11228,2026-04-10
RTO - Maninagar,GZ01B2292,80,97,8:00,AMTS11229,2026-04-10
Zundal - Visat,GZ01B4905,50,51,9:00,AMTS11230,2026-04-10
Zundal - Visat,GZ01B6149,50,20,15:00,AMTS11231,2026-04-10
RTO - Maninagar,GZ01B9689,80,97,17:00,AMTS11232,2026-04-10
Narol - Naroda,GZ01B6728,50,33,18:00,AMTS11233,2026-04-10
Zundal - Visat,GZ01B3859,50,28,7:00,AMTS11234,2026-04-10
RTO - Maninagar,GZ01B8856,80,97,18:00,AMTS11235,2026-04-10
Iskcon - Naroda,GZ01B8207,80,39,14:00,AMTS11236,2026-04-10
Bopal - Shivranjani,GZ01B6583,50,34,6:00,AMTS11237,2026-04-10
Zundal - Visat,GZ01B9503,50,55,9:00,AMTS11238,2026-04-10
RTO - Maninagar,GZ01B6012,80,47,12:00,AMTS11239,2026-04-10
Bopal - Shivranjani,GZ01B9991,50,68,9:00,AMTS11240,2026-04-10
Bopal - Shivranjani,GZ01B8653,50,30,13:00,AMTS11241,2026-04-10
RTO - Maninagar,GZ01B8971,80,31,20:00,AMTS11242,2026-04-10
RTO - Maninagar,GZ01B1098,80,37,7:00,AMTS11243,2026-04-10
Bopal - Shivranjani,GZ01B3158,50,29,16:00,AMTS11244,2026-04-10
Narol - Naroda,GZ01B9654,50,26,10:00,AMTS11245,2026-04-10
Iskcon - Naroda,GZ01B7539,80,95,10:00,AMTS11246,2026-04-10
Narol - Naroda,GZ01B5590,50,5,12:00,AMTS11247,2026-04-10
Iskcon - Naroda,GZ01B7604,80,96,8:00,AMTS11248,2026-04-10
Iskcon - Naroda,GZ01B3801,80,61,11:00,AMTS11249,2026-04-10
Zundal - Visat,GZ01B9919,50,71,17:00,AMTS11250,2026-04-10
Iskcon - Naroda,GZ01B5203,80,65,6:00,AMTS11251,2026-04-10
Iskcon - Naroda,GZ01B7351,80,45,13:00,AMTS11252,2026-04-10
Narol - Naroda,GZ01B5753,50,7,15:00,AMTS11253,2026-04-10
Zundal - Visat,GZ01B7702,50,71,18:00,AMTS11254,2026-04-10
Narol - Naroda,GZ01B8295,50,25,10:00,AMTS11255,2026-04-10
Iskcon - Naroda,GZ01B7544,80,104,10:00,AMTS11256,2026-04-10
Bopal - Shivranjani,GZ01B5592,50,27,13:00,AMTS11257,2026-04-10
Iskcon - Naroda,GZ01B2025,80,110,17:00,AMTS11258,2026-04-10
Narol - Naroda,GZ01B1125,50,30,9:00,AMTS11259,2026-04-10
RTO - Maninagar,GZ01B1525,80,51,14:00,AMTS11260,2026-04-10
Narol - Naroda,GZ01B3196,50,22,18:00,AMTS11261,2026-04-10
Narol - Naroda,GZ01B3407,50,29,17:00,AMTS11262,2026-04-10
Zundal - Visat,GZ01B6789,50,18,7:00,AMTS11263,2026-04-10
Zundal - Visat,GZ01B9801,50,31,6:00,AMTS11264,2026-04-10
Bopal - Shivranjani,GZ01B9164,50,30,13:00,AMTS11265,2026-04-10
RTO - Maninagar,GZ01B2473,80,52,21:00,AMTS11266,2026-04-10
Bopal - Shivranjani,GZ01B9933,50,38,11:00,AMTS11267,2026-04-10
RTO - Maninagar,GZ01B5762,80,62,16:00,AMTS11268,2026-04-10
Bopal - Shivranjani,GZ01B8098,50,25,12:00,AMTS11269,2026-04-10
RTO - Maninagar,GZ01B9003,80,108,10:00,AMTS11270,2026-04-10
Zundal - Visat,GZ01B7494,50,35,21:00,AMTS11271,2026-04-10
RTO - Maninagar,GZ01B2779,80,55,7:00,AMTS11272,2026-04-10
Bopal - Shivranjani,GZ01B9519,50,24,12:00,AMTS11273,2026-04-10
Narol - Naroda,GZ01B9883,50,5,11:00,AMTS11274,2026-04-10
RTO - Maninagar,GZ01B5566,80,61,15:00,AMTS11275,2026-04-10
Narol - Naroda,GZ01B5260,50,13,12:00,AMTS11276,2026-04-10
Zundal - Visat,GZ01B6119,50,37,7:00,AMTS11277,2026-04-10
Bopal - Shivranjani,GZ01B5778,50,32,21:00,AMTS11278,2026-04-10
Bopal - Shivranjani,GZ01B7142,50,25,15:00,AMTS11279,2026-04-10
Bopal - Shivranjani,GZ01B7442,50,66,18:00,AMTS11280,2026-04-10
Narol - Naroda,GZ01B8147,50,9,15:00,AMTS11281,2026-04-10
Zundal - Visat,GZ01B3748,50,18,15:00,AMTS11282,2026-04-10
RTO - Maninagar,GZ01B3840,80,96,8:00,AMTS11283,2026-04-10
Narol - Naroda,GZ01B6125,50,30,18:00,AMTS11284,2026-04-10
Bopal - Shivranjani,GZ01B3309,50,37,20:00,AMTS11285,2026-04-10
Zundal - Visat,GZ01B3579,50,27,11:00,AMTS11286,2026-04-10
Bopal - Shivranjani,GZ01B4252,50,57,10:00,AMTS11287,2026-04-10
RTO - Maninagar,GZ01B3023,80,105,17:00,AMTS11288,2026-04-10
Bopal - Shivranjani,GZ01B7275,50,40,16:00,AMTS11289,2026-04-10
Iskcon - Naroda,GZ01B4649,80,58,14:00,AMTS11290,2026-04-10
Iskcon - Naroda,GZ01B6508,80,103,9:00,AMTS11291,2026-04-10
RTO - Maninagar,GZ01B5902,80,35,20:00,AMTS11292,2026-04-10
RTO - Maninagar,GZ01B5556,80,101,19:00,AMTS11293,2026-04-10
Bopal - Shivranjani,GZ01B9121,50,19,12:00,AMTS11294,2026-04-10
Zundal - Visat,GZ01B7773,50,31,15:00,AMTS11295,2026-04-10
Narol - Naroda,GZ01B3572,50,13,21:00,AMTS11296,2026-04-10
RTO - Maninagar,GZ01B5930,80,46,21:00,AMTS11297,2026-04-10
RTO - Maninagar,GZ01B7561,80,41,6:00,AMTS11298,2026-04-10
Zundal - Visat,GZ01B8909,50,49,10:00,AMTS11299,2026-04-10
Bopal - Shivranjani,GZ01B4262,50,62,8:00,AMTS11300,2026-04-10
Narol - Naroda,GZ01B7755,50,15,15:00,AMTS11301,2026-04-10
Zundal - Visat,GZ01B2428,50,57,8:00,AMTS11302,2026-04-10
Zundal - Visat,GZ01B6016,50,54,19:00,AMTS11303,2026-04-10
Bopal - Shivranjani,GZ01B2730,50,15,15:00,AMTS11304,2026-04-10
RTO - Maninagar,GZ01B4830,80,108,19:00,AMTS11305,2026-04-10
RTO - Maninagar,GZ01B1890,80,67,16:00,AMTS11306,2026-04-10
Zundal - Visat,GZ01B9858,50,20,13:00,AMTS11307,2026-04-10
Narol - Naroda,GZ01B8550,50,18,21:00,AMTS11308,2026-04-10
Iskcon - Naroda,GZ01B6773,80,97,8:00,AMTS11309,2026-04-10
RTO - Maninagar,GZ01B6855,80,95,18:00,AMTS11310,2026-04-10
Narol - Naroda,GZ01B8345,50,17,13:00,AMTS11311,2026-04-10
Zundal - Visat,GZ01B5621,50,49,18:00,AMTS11312,2026-04-10
Iskcon - Naroda,GZ01B6641,80,103,18:00,AMTS11313,2026-04-10
RTO - Maninagar,GZ01B2069,80,46,21:00,AMTS11314,2026-04-10
Iskcon - Naroda,GZ01B5549,80,34,12:00,AMTS11315,2026-04-10
Iskcon - Naroda,GZ01B2832,80,48,11:00,AMTS11316,2026-04-10
Zundal - Visat,GZ01B4797,50,70,19:00,AMTS11317,2026-04-10
RTO - Maninagar,GZ01B1487,80,56,11:00,AMTS11318,2026-04-10
Narol - Naroda,GZ01B1203,50,26,10:00,AMTS11319,2026-04-10
Iskcon - Naroda,GZ01B5613,80,36,21:00,AMTS11320,2026-04-10
Zundal - Visat,GZ01B3862,50,22,6:00,AMTS11321,2026-04-10
Iskcon - Naroda,GZ01B8409,80,50,21:00,AMTS11322,2026-04-10
Zundal - Visat,GZ01B4650,50,75,19:00,AMTS11323,2026-04-10
RTO - Maninagar,GZ01B4589,80,53,12:00,AMTS11324,2026-04-10
RTO - Maninagar,GZ01B3211,80,107,10:00,AMTS11325,2026-04-10
Narol - Naroda,GZ01B6269,50,26,17:00,AMTS11326,2026-04-10
Iskcon - Naroda,GZ01B2855,80,55,7:00,AMTS11327,2026-04-10
Iskcon - Naroda,GZ01B9581,80,106,9:00,AMTS11328,2026-04-10
Bopal - Shivranjani,GZ01B2821,50,66,17:00,AMTS11329,2026-04-10
Bopal - Shivranjani,GZ01B8809,50,78,18:00,AMTS11330,2026-04-10
Narol - Naroda,GZ01B5432,50,29,9:00,AMTS11331,2026-04-10
RTO - Maninagar,GZ01B8000,80,60,13:00,AMTS11332,2026-04-10
Iskcon - Naroda,GZ01B5998,80,98,10:00,AMTS11333,2026-04-10
Narol - Naroda,GZ01B3477,50,6,21:00,AMTS11334,2026-04-10
Bopal - Shivranjani,GZ01B2600,50,19,7:00,AMTS11335,2026-04-10
RTO - Maninagar,GZ01B7743,80,61,14:00,AMTS11336,2026-04-10
Narol - Naroda,GZ01B9456,50,9,14:00,AMTS11337,2026-04-10
RTO - Maninagar,GZ01B3186,80,104,19:00,AMTS11338,2026-04-10
Narol - Naroda,GZ01B9521,50,18,13:00,AMTS11339,2026-04-10
Zundal - Visat,GZ01B7917,50,16,12:00,AMTS11340,2026-04-10
Iskcon - Naroda,GZ01B4036,80,30,15:00,AMTS11341,2026-04-10
Zundal - Visat,GZ01B4297,50,23,12:00,AMTS11342,2026-04-10
Iskcon - Naroda,GZ01B1399,80,103,10:00,AMTS11343,2026-04-10
RTO - Maninagar,GZ01B6967,80,95,10:00,AMTS11344,2026-04-10
Bopal - Shivranjani,GZ01B8920,50,37,11:00,AMTS11345,2026-04-10
Bopal - Shivranjani,GZ01B1665,50,25,14:00,AMTS11346,2026-04-10
Narol - Naroda,GZ01B5532,50,13,15:00,AMTS11347,2026-04-10
Narol - Naroda,GZ01B9632,50,16,16:00,AMTS11348,2026-04-10
RTO - Maninagar,GZ01B4498,80,109,8:00,AMTS11349,2026-04-10
Bopal - Shivranjani,GZ01B1620,50,36,12:00,AMTS11350,2026-04-10
Iskcon - Naroda,GZ01B1499,80,70,6:00,AMTS11351,2026-04-10
Bopal - Shivranjani,GZ01B1052,50,17,11:00,AMTS11352,2026-04-10
RTO - Maninagar,GZ01B1166,80,46,7:00,AMTS11353,2026-04-10
Bopal - Shivranjani,GZ01B5411,50,30,15:00,AMTS11354,2026-04-10
Bopal - Shivranjani,GZ01B2722,50,42,14:00,AMTS11355,2026-04-10
Bopal - Shivranjani,GZ01B7210,50,15,13:00,AMTS11356,2026-04-10
Bopal - Shivranjani,GZ01B6813,50,26,21:00,AMTS11357,2026-04-10
Narol - Naroda,GZ01B1089,50,18,15:00,AMTS11358,2026-04-10
RTO - Maninagar,GZ01B6822,80,99,18:00,AMTS11359,2026-04-10
RTO - Maninagar,GZ01B9417,80,31,7:00,AMTS11360,2026-04-10
Iskcon - Naroda,GZ01B1196,80,108,10:00,AMTS11361,2026-04-10
RTO - Maninagar,GZ01B5883,80,46,7:00,AMTS11362,2026-04-10
Iskcon - Naroda,GZ01B1468,80,109,8:00,AMTS11363,2026-04-10
Narol - Naroda,GZ01B1861,50,25,9:00,AMTS11364,2026-04-10
Zundal - Visat,GZ01B4301,50,17,15:00,AMTS11365,2026-04-10
Iskcon - Naroda,GZ01B4575,80,67,15:00,AMTS11366,2026-04-10
Bopal - Shivranjani,GZ01B7641,50,62,19:00,AMTS11367,2026-04-10
Iskcon - Naroda,GZ01B5264,80,97,9:00,AMTS11368,2026-04-10
Iskcon - Naroda,GZ01B6821,80,95,8:00,AMTS11369,2026-04-10
Iskcon - Naroda,GZ01B5544,80,67,6:00,AMTS11370,2026-04-10
Bopal - Shivranjani,GZ01B5948,50,35,11:00,AMTS11371,2026-04-10
Iskcon - Naroda,GZ01B7038,80,100,19:00,AMTS11372,2026-04-10
Iskcon - Naroda,GZ01B8822,80,95,9:00,AMTS11373,2026-04-10
Iskcon - Naroda,GZ01B1534,80,66,7:00,AMTS11374,2026-04-10
RTO - Maninagar,GZ01B1896,80,98,19:00,AMTS11375,2026-04-10
Narol - Naroda,GZ01B2234,50,20,14:00,AMTS11376,2026-04-10
Narol - Naroda,GZ01B2908,50,20,16:00,AMTS11377,2026-04-10
Iskcon - Naroda,GZ01B8525,80,99,9:00,AMTS11378,2026-04-10
Iskcon - Naroda,GZ01B1985,80,94,18:00,AMTS11379,2026-04-10
RTO - Maninagar,GZ01B4021,80,36,14:00,AMTS11380,2026-04-10
Narol - Naroda,GZ01B6177,50,10,15:00,AMTS11381,2026-04-10
Iskcon - Naroda,GZ01B5841,80,60,7:00,AMTS11382,2026-04-10
Narol - Naroda,GZ01B7916,50,19,11:00,AMTS11383,2026-04-10
Zundal - Visat,GZ01B5745,50,26,13:00,AMTS11384,2026-04-10
Zundal - Visat,GZ01B8109,50,39,7:00,AMTS11385,2026-04-10
Zundal - Visat,GZ01B9302,50,32,21:00,AMTS11386,2026-04-10
Zundal - Visat,GZ01B2454,50,31,15:00,AMTS11387,2026-04-10
RTO - Maninagar,GZ01B3509,80,50,16:00,AMTS11388,2026-04-10
Iskcon - Naroda,GZ01B5070,80,97,8:00,AMTS11389,2026-04-10
RTO - Maninagar,GZ01B3833,80,68,16:00,AMTS11390,2026-04-10
Bopal - Shivranjani,GZ01B8460,50,16,7:00,AMTS11391,2026-04-10
Bopal - Shivranjani,GZ01B7288,50,72,8:00,AMTS11392,2026-04-10
Zundal - Visat,GZ01B3410,50,20,15:00,AMTS11393,2026-04-10
Iskcon - Naroda,GZ01B1974,80,99,17:00,AMTS11394,2026-04-10
RTO - Maninagar,GZ01B7926,80,34,16:00,AMTS11395,2026-04-10
Iskcon - Naroda,GZ01B5911,80,110,17:00,AMTS11396,2026-04-10
Zundal - Visat,GZ01B9139,50,32,12:00,AMTS11397,2026-04-10
RTO - Maninagar,GZ01B6554,80,55,16:00,AMTS11398,2026-04-10
Bopal - Shivranjani,GZ01B9333,50,55,19:00,AMTS11399,2026-04-10
Iskcon - Naroda,GZ01B1514,80,36,15:00,AMTS11400,2026-04-10
Iskcon - Naroda,GZ01B4926,80,101,10:00,AMTS11401,2026-04-10
Iskcon - Naroda,GZ01B2371,80,43,16:00,AMTS11402,2026-04-10
RTO - Maninagar,GZ01B7625,80,55,14:00,AMTS11403,2026-04-10
Bopal - Shivranjani,GZ01B5415,50,16,21:00,AMTS11404,2026-04-10
RTO - Maninagar,GZ01B7299,80,96,18:00,AMTS11405,2026-04-10
Narol - Naroda,GZ01B6075,50,38,17:00,AMTS11406,2026-04-10
Zundal - Visat,GZ01B2380,50,28,11:00,AMTS11407,2026-04-10
Zundal - Visat,GZ01B2632,50,45,21:00,AMTS11408,2026-04-10
Iskcon - Naroda,GZ01B7253,80,99,8:00,AMTS11409,2026-04-10
Narol - Naroda,GZ01B4984,50,12,13:00,AMTS11410,2026-04-10
Zundal - Visat,GZ01B6209,50,26,15:00,AMTS11411,2026-04-10
Narol - Naroda,GZ01B7017,50,26,19:00,AMTS11412,2026-04-10
Bopal - Shivranjani,GZ01B3485,50,43,15:00,AMTS11413,2026-04-10
RTO - Maninagar,GZ01B8223,80,107,10:00,AMTS11414,2026-04-10
Narol - Naroda,GZ01B6673,50,12,6:00,AMTS11415,2026-04-10
Zundal - Visat,GZ01B7523,50,67,18:00,AMTS11416,2026-04-10
Iskcon - Naroda,GZ01B8889,80,51,13:00,AMTS11417,2026-04-10
Narol - Naroda,GZ01B6556,50,29,10:00,AMTS11418,2026-04-10
Iskcon - Naroda,GZ01B4026,80,65,20:00,AMTS11419,2026-04-10
Zundal - Visat,GZ01B4486,50,76,17:00,AMTS11420,2026-04-10
Zundal - Visat,GZ01B9583,50,43,8:00,AMTS11421,2026-04-10
Bopal - Shivranjani,GZ01B8473,50,53,18:00,AMTS11422,2026-04-10
Bopal - Shivranjani,GZ01B1556,50,27,21:00,AMTS11423,2026-04-10
Iskcon - Naroda,GZ01B7979,80,67,20:00,AMTS11424,2026-04-10
Narol - Naroda,GZ01B8950,50,8,12:00,AMTS11425,2026-04-10
Bopal - Shivranjani,GZ01B5211,50,60,18:00,AMTS11426,2026-04-10
Zundal - Visat,GZ01B1597,50,15,20:00,AMTS11427,2026-04-10
RTO - Maninagar,GZ01B3425,80,104,17:00,AMTS11428,2026-04-10
RTO - Maninagar,GZ01B1818,80,104,10:00,AMTS11429,2026-04-10
Bopal - Shivranjani,GZ01B1760,50,37,12:00,AMTS11430,2026-04-10
Bopal - Shivranjani,GZ01B6189,50,43,21:00,AMTS11431,2026-04-10
Iskcon - Naroda,GZ01B5423,80,99,17:00,AMTS11432,2026-04-10
Bopal - Shivranjani,GZ01B3384,50,44,15:00,AMTS11433,2026-04-10
RTO - Maninagar,GZ01B4153,80,95,10:00,AMTS11434,2026-04-10
Narol - Naroda,GZ01B2567,50,18,21:00,AMTS11435,2026-04-10
Zundal - Visat,GZ01B9651,50,21,20:00,AMTS11436,2026-04-10
Narol - Naroda,GZ01B2923,50,18,13:00,AMTS11437,2026-04-10
Bopal - Shivranjani,GZ01B9822,50,61,18:00,AMTS11438,2026-04-10
Iskcon - Naroda,GZ01B9208,80,65,11:00,AMTS11439,2026-04-10
Narol - Naroda,GZ01B1011,50,11,20:00,AMTS11440,2026-04-10
Bopal - Shivranjani,GZ01B2718,50,15,21:00,AMTS11441,2026-04-10
Iskcon - Naroda,GZ01B5585,80,108,18:00,AMTS11442,2026-04-10
Bopal - Shivranjani,GZ01B2879,50,44,6:00,AMTS11443,2026-04-10
Zundal - Visat,GZ01B2462,50,19,7:00,AMTS11444,2026-04-10
Iskcon - Naroda,GZ01B7123,80,35,15:00,AMTS11445,2026-04-10
Zundal - Visat,GZ01B3096,50,58,19:00,AMTS11446,2026-04-10
Narol - Naroda,GZ01B5241,50,31,9:00,AMTS11447,2026-04-10
Narol - Naroda,GZ01B5731,50,39,18:00,AMTS11448,2026-04-10
Narol - Naroda,GZ01B2960,50,10,11:00,AMTS11449,2026-04-10
Narol - Naroda,GZ01B1685,50,15,21:00,AMTS11450,2026-04-10
Iskcon - Naroda,GZ01B1271,80,33,21:00,AMTS11451,2026-04-10
Zundal - Visat,GZ01B2364,50,42,20:00,AMTS11452,2026-04-10
Bopal - Shivranjani,GZ01B9028,50,30,13:00,AMTS11453,2026-04-10
Zundal - Visat,GZ01B3883,50,31,20:00,AMTS11454,2026-04-10
RTO - Maninagar,GZ01B8260,80,108,17:00,AMTS11455,2026-04-10
Iskcon - Naroda,GZ01B2782,80,61,20:00,AMTS11456,2026-04-10
RTO - Maninagar,GZ01B8740,80,52,13:00,AMTS11457,2026-04-10
Zundal - Visat,GZ01B7706,50,42,13:00,AMTS11458,2026-04-10
Iskcon - Naroda,GZ01B7186,80,33,15:00,AMTS11459,2026-04-10
Bopal - Shivranjani,GZ01B1823,50,80,18:00,AMTS11460,2026-04-10
